Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","051","Armenia","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","564.1329","E","Estimated value",""
"GT","Emissions Totals","051","Armenia","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","487.3599","E","Estimated value",""
"GT","Emissions Totals","051","Armenia","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","29.517","E","Estimated value",""
"GT","Emissions Totals","051","Armenia","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","1684.0083","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2.7487","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0034","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","181.2331","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","76.9645","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.9116","E","Estimated value",""
"GT","Emissions Totals","533","Aruba","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","259.1092","E","Estimated value",""
"GT","Emissions Totals","036","Australia","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","211.064","E","Estimated value",""
"GT","Emissions Totals","036","Australia","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2.2506","E","Estimated value",""
"GT","Emissions Totals","036","Australia","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","38959.1292","E","Estimated value",""
"GT","Emissions Totals","036","Australia","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","10110.4688","E","Estimated value",""
"GT","Emissions Totals","036","Australia","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","5909.7917","E","Estimated value",""
"GT","Emissions Totals","036","Australia","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","596.3968","E","Estimated value",""
"GT","Emissions Totals","036","Australia","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","55575.7865","E","Estimated value",""
"GT","Emissions Totals","040","Austria","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","48.7813","E","Estimated value",""
"GT","Emissions Totals","040","Austria","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.8732","E","Estimated value",""
"GT","Emissions Totals","040","Austria","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","5304.2383","E","Estimated value",""
"GT","Emissions Totals","040","Austria","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2615.6545","E","Estimated value",""
"GT","Emissions Totals","040","Austria","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","1365.8762","E","Estimated value",""
"GT","Emissions Totals","040","Austria","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","231.3941","E","Estimated value",""
"GT","Emissions Totals","040","Austria","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","9517.1631","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","79.2661","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.4207","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","3562.3045","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","85.3462","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2219.4509","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","111.4875","E","Estimated value",""
"GT","Emissions Totals","031","Azerbaijan","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","5978.5891","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","8.1762","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0162","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","401.428","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","228.9327","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","4.2889","E","Estimated value",""
"GT","Emissions Totals","044","Bahamas","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","634.6496","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","87.5783","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0335","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","3229.5864","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2452.1934","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","8.8814","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","5690.6612","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","620.186","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","3.2275","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","13767.8451","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","17365.2094","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","855.2858","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","31988.3402","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","6.5491","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0188","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","223.0688","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","183.376","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","4.975","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","411.4197","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","88.6002","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2.9179","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","13189.902","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","732.9447","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2480.8064","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","773.2566","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","17176.9098","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","49.8937","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.8843","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","10476.9115","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","717815","Emissions (CO2eq) from F-gases (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2395.9537","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","1397.0236","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","234.3496","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","14504.2384","E","Estimated value",""
"GT","Emissions Totals","084","Belize","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","6.0921","E","Estimated value",""
"GT","Emissions Totals","084","Belize","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0171","E","Estimated value",""
"GT","Emissions Totals","084","Belize","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","114.247","E","Estimated value",""
"GT","Emissions Totals","084","Belize","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","170.5791","E","Estimated value",""
"GT","Emissions Totals","084","Belize","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","4.542","E","Estimated value",""
"GT","Emissions Totals","084","Belize","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","289.3681","E","Estimated value",""
"GT","Emissions Totals","204","Benin","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","28.5147","E","Estimated value",""
"GT","Emissions Totals","204","Benin","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.2842","E","Estimated value",""
"GT","Emissions Totals","204","Benin","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","849.2204","E","Estimated value",""
"GT","Emissions Totals","204","Benin","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","798.4129","E","Estimated value",""
"GT","Emissions Totals","204","Benin","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","75.3237","E","Estimated value",""
"GT","Emissions Totals","204","Benin","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","1722.957","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.1004","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0024","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","3.7379","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","2.8106","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.6314","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","723113","Emissions (CO2eq) (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","7.1799","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","7225","Emissions (CH4)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","4.334","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","7230","Emissions (N2O)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.0021","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","7273","Emissions (CO2)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","97.5042","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","724413","Emissions (CO2eq) from CH4 (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","121.3526","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","724313","Emissions (CO2eq) from N2O (AR5)","6517","Pre- and post- production","2020","2020","3050","FAO TIER 1","kilotonnes","0.5471","E","Estimated value",""
