Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","052","Barbados","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","233.4581","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","57813.4691","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","12420.6011","E","Estimated value",""
"GT","Emissions Totals","084","Belize","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5386.3842","E","Estimated value",""
"GT","Emissions Totals","204","Benin","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","12033.3817","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","45.3275","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","115.7903","E","Estimated value",""
"GT","Emissions Totals","068","Bolivia (Plurinational State of)","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","71132.8603","E","Estimated value",""
"GT","Emissions Totals","070","Bosnia and Herzegovina","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","2214.5773","E","Estimated value",""
"GT","Emissions Totals","072","Botswana","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","42915.0068","E","Estimated value",""
"GT","Emissions Totals","076","Brazil","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","729673.7411","E","Estimated value",""
"GT","Emissions Totals","092","British Virgin Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","32.6126","E","Estimated value",""
"GT","Emissions Totals","096","Brunei Darussalam","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1399.8637","E","Estimated value",""
"GT","Emissions Totals","100","Bulgaria","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","8249.0019","E","Estimated value",""
"GT","Emissions Totals","854","Burkina Faso","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","7377.7669","E","Estimated value",""
"GT","Emissions Totals","108","Burundi","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","3119.9316","E","Estimated value",""
"GT","Emissions Totals","132","Cabo Verde","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","143.4158","E","Estimated value",""
"GT","Emissions Totals","116","Cambodia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","33038.209","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","35238.4371","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","201947.5678","E","Estimated value",""
"GT","Emissions Totals","136","Cayman Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5.6757","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","14015.3122","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","23379.5448","E","Estimated value",""
"GT","Emissions Totals","830","Channel Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","18.2364","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","13408.1849","E","Estimated value",""
"GT","Emissions Totals","159","China","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","971516.499","E","Estimated value",""
"GT","Emissions Totals","344","China, Hong Kong SAR","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5056.3506","E","Estimated value",""
"GT","Emissions Totals","446","China, Macao SAR","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","501.5474","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","944924.5773","E","Estimated value",""
"GT","Emissions Totals","158","China, Taiwan Province of","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","21034.0237","E","Estimated value",""
"GT","Emissions Totals","170","Colombia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","98177.5126","E","Estimated value",""
"GT","Emissions Totals","174","Comoros","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","104.4277","E","Estimated value",""
"GT","Emissions Totals","178","Congo","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","10055.9762","E","Estimated value",""
"GT","Emissions Totals","184","Cook Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","13.135","E","Estimated value",""
"GT","Emissions Totals","188","Costa Rica","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1365.1112","E","Estimated value",""
"GT","Emissions Totals","384","Côte d'Ivoire","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","29019.1823","E","Estimated value",""
"GT","Emissions Totals","191","Croatia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","4613.8055","E","Estimated value",""
"GT","Emissions Totals","192","Cuba","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6068.6195","E","Estimated value",""
"GT","Emissions Totals","196","Cyprus","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","937.9546","E","Estimated value",""
"GT","Emissions Totals","203","Czechia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","11064.1605","E","Estimated value",""
"GT","Emissions Totals","408","Democratic People's Republic of Korea","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","4139.3132","E","Estimated value",""
"GT","Emissions Totals","180","Democratic Republic of the Congo","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","601962.4353","E","Estimated value",""
"GT","Emissions Totals","208","Denmark","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","10460.4102","E","Estimated value",""
"GT","Emissions Totals","262","Djibouti","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","101.052","E","Estimated value",""
"GT","Emissions Totals","212","Dominica","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","37.3103","E","Estimated value",""
"GT","Emissions Totals","214","Dominican Republic","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5743.7482","E","Estimated value",""
"GT","Emissions Totals","218","Ecuador","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","33725.824","E","Estimated value",""
"GT","Emissions Totals","818","Egypt","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","47000.9151","E","Estimated value",""
"GT","Emissions Totals","222","El Salvador","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","2433.6846","E","Estimated value",""
"GT","Emissions Totals","226","Equatorial Guinea","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","4002.7899","E","Estimated value",""
"GT","Emissions Totals","232","Eritrea","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","812.5183","E","Estimated value",""
"GT","Emissions Totals","233","Estonia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6996.7463","E","Estimated value",""
"GT","Emissions Totals","748","Eswatini","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1251.7995","E","Estimated value",""
"GT","Emissions Totals","231","Ethiopia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","38940.4925","E","Estimated value",""
"GT","Emissions Totals","238","Falkland Islands (Malvinas)","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5518.0577","E","Estimated value",""
"GT","Emissions Totals","234","Faroe Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","558.2502","E","Estimated value",""
"GT","Emissions Totals","242","Fiji","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","493.9776","E","Estimated value",""
"GT","Emissions Totals","246","Finland","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","19650.0007","E","Estimated value",""
"GT","Emissions Totals","250","France","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","60457.0583","E","Estimated value",""
"GT","Emissions Totals","254","French Guyana","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","2730.0005","E","Estimated value",""
"GT","Emissions Totals","258","French Polynesia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","139.9465","E","Estimated value",""
"GT","Emissions Totals","266","Gabon","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6642.8726","E","Estimated value",""
"GT","Emissions Totals","270","Gambia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","607.9471","E","Estimated value",""
"GT","Emissions Totals","268","Georgia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1484.9906","E","Estimated value",""
"GT","Emissions Totals","276","Germany","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","110918.5737","E","Estimated value",""
"GT","Emissions Totals","288","Ghana","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","3246.728","E","Estimated value",""
"GT","Emissions Totals","292","Gibraltar","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","22.9757","E","Estimated value",""
"GT","Emissions Totals","300","Greece","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","10859.7825","E","Estimated value",""
"GT","Emissions Totals","304","Greenland","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","149.3624","E","Estimated value",""
"GT","Emissions Totals","308","Grenada","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","74.5646","E","Estimated value",""
"GT","Emissions Totals","312","Guadeloupe","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","126.4781","E","Estimated value",""
"GT","Emissions Totals","316","Guam","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","320","Guatemala","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6726.4766","E","Estimated value",""
"GT","Emissions Totals","324","Guinea","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","12956.9694","E","Estimated value",""
"GT","Emissions Totals","624","Guinea-Bissau","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1586.9158","E","Estimated value",""
"GT","Emissions Totals","328","Guyana","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","13640.9167","E","Estimated value",""
"GT","Emissions Totals","332","Haiti","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1570.4258","E","Estimated value",""
"GT","Emissions Totals","336","Holy See","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","340","Honduras","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","7185.6392","E","Estimated value",""
"GT","Emissions Totals","348","Hungary","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","13844.734","E","Estimated value",""
"GT","Emissions Totals","352","Iceland","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1412.7633","E","Estimated value",""
"GT","Emissions Totals","356","India","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","441115.3963","E","Estimated value",""
"GT","Emissions Totals","360","Indonesia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","545005.1902","E","Estimated value",""
"GT","Emissions Totals","364","Iran (Islamic Republic of)","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","141933.786","E","Estimated value",""
"GT","Emissions Totals","368","Iraq","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","14023.9534","E","Estimated value",""
"GT","Emissions Totals","372","Ireland","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","16750.2089","E","Estimated value",""
"GT","Emissions Totals","833","Isle of Man","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","22.3761","E","Estimated value",""
"GT","Emissions Totals","376","Israel","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","10143.2531","E","Estimated value",""
"GT","Emissions Totals","380","Italy","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","64274.7152","E","Estimated value",""
"GT","Emissions Totals","388","Jamaica","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","3863.2541","E","Estimated value",""
"GT","Emissions Totals","392","Japan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","140826.705","E","Estimated value",""
"GT","Emissions Totals","400","Jordan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","4446.8302","E","Estimated value",""
"GT","Emissions Totals","398","Kazakhstan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","28240.13","E","Estimated value",""
"GT","Emissions Totals","404","Kenya","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1737.8593","E","Estimated value",""
"GT","Emissions Totals","296","Kiribati","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","22.502","E","Estimated value",""
"GT","Emissions Totals","414","Kuwait","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","5717.3459","E","Estimated value",""
"GT","Emissions Totals","417","Kyrgyzstan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1807.054","E","Estimated value",""
"GT","Emissions Totals","418","Lao People's Democratic Republic","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","14108.6633","E","Estimated value",""
"GT","Emissions Totals","428","Latvia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6802.4522","E","Estimated value",""
"GT","Emissions Totals","422","Lebanon","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","2470.7978","E","Estimated value",""
"GT","Emissions Totals","426","Lesotho","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","320.4997","E","Estimated value",""
"GT","Emissions Totals","430","Liberia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","13940.2044","E","Estimated value",""
"GT","Emissions Totals","434","Libya","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","7377.7792","E","Estimated value",""
"GT","Emissions Totals","438","Liechtenstein","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1.5481","E","Estimated value",""
"GT","Emissions Totals","440","Lithuania","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","15734.5396","E","Estimated value",""
"GT","Emissions Totals","442","Luxembourg","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","919.479","E","Estimated value",""
"GT","Emissions Totals","450","Madagascar","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","9554.3869","E","Estimated value",""
"GT","Emissions Totals","454","Malawi","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","8153.772","E","Estimated value",""
"GT","Emissions Totals","458","Malaysia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","92229.0851","E","Estimated value",""
"GT","Emissions Totals","462","Maldives","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","297.9326","E","Estimated value",""
"GT","Emissions Totals","466","Mali","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","787.1166","E","Estimated value",""
"GT","Emissions Totals","470","Malta","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","351.2894","E","Estimated value",""
"GT","Emissions Totals","584","Marshall Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","41.4516","E","Estimated value",""
"GT","Emissions Totals","474","Martinique","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","27.0808","E","Estimated value",""
"GT","Emissions Totals","478","Mauritania","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1501.8752","E","Estimated value",""
"GT","Emissions Totals","480","Mauritius","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","634.3357","E","Estimated value",""
"GT","Emissions Totals","175","Mayotte","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","25.4321","E","Estimated value",""
"GT","Emissions Totals","484","Mexico","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","73670.8141","E","Estimated value",""
"GT","Emissions Totals","583","Micronesia (Federated States of)","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","46.1002","E","Estimated value",""
"GT","Emissions Totals","492","Monaco","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0.5156","E","Estimated value",""
"GT","Emissions Totals","496","Mongolia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","24834.7488","E","Estimated value",""
"GT","Emissions Totals","499","Montenegro","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","287.6579","E","Estimated value",""
"GT","Emissions Totals","500","Montserrat","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0.1713","E","Estimated value",""
"GT","Emissions Totals","504","Morocco","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","18493.1679","E","Estimated value",""
"GT","Emissions Totals","508","Mozambique","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","53633.1436","E","Estimated value",""
"GT","Emissions Totals","104","Myanmar","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","107463.0134","E","Estimated value",""
"GT","Emissions Totals","516","Namibia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","12563.846","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","11.3949","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","4281.3268","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","39056.3924","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","540","New Caledonia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","78.9006","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","11327.8803","E","Estimated value",""
"GT","Emissions Totals","558","Nicaragua","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","21537.0673","E","Estimated value",""
"GT","Emissions Totals","562","Niger","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","1796.1947","E","Estimated value",""
"GT","Emissions Totals","566","Nigeria","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","63760.0254","E","Estimated value",""
"GT","Emissions Totals","570","Niue","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0.9407","E","Estimated value",""
"GT","Emissions Totals","574","Norfolk Island","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","807","North Macedonia","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","739.7411","E","Estimated value",""
"GT","Emissions Totals","580","Northern Mariana Islands","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","909.5948","E","Estimated value",""
"GT","Emissions Totals","578","Norway","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","8674.7099","E","Estimated value",""
"GT","Emissions Totals","512","Oman","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","10455.9451","E","Estimated value",""
"GT","Emissions Totals","586","Pakistan","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","43669.7166","E","Estimated value",""
"GT","Emissions Totals","585","Palau","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","130.8689","E","Estimated value",""
"GT","Emissions Totals","275","Palestine","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","45.8684","E","Estimated value",""
"GT","Emissions Totals","591","Panama","7273","Emissions (CO2)","6518","Agrifood systems","2020","2020","3050","FAO TIER 1","kilotonnes","6182.6032","E","Estimated value",""
